,SalesID,Employee_ID,CustomerID,ProductID,Quantity,Product_Name,Product_Price,Employee_Name,Employee_Middle,Employee_Lastname,Customer_Name,Customer_Middle,Customer_LastName,Product_Category
96,25,,1,1,-26,Adjustable Race,1.6,Abraham,e,Bennet,\,,Alexander,Accessories
97,178,1,1,1,-179,Adjustable Race,1.6,,e,,\,,Alexander,Accessories
98,194,1,1,1,-195,Adjustable Race,1.6,,e,,\,,Alexander,Accessories
99,418,1,1,1,-11,Adjustable Race,1.6,,e,Bennet,\,,Alexander,Accessories
100,437,1,1,1,-11,Adjustable Race,1.6,Abraham,e,Bennet,\,,Alexander,Accessories
101,496,1,1,1,11,,0,Abraham,e,Bennet,\,,Alexander,Accessories
102,622,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,\,,Alexander,Accessories
103,750,1,1,1,11,Adjustable Race,1.6$,Abraham,e,Bennet,\,,,Accessories
104,814,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,\,,,Accessories
105,996,,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,\,,,Accessories
106,1123,1,1,1,11,Adjustable Race,1.6,,e,Bennet,\,,,Accessories
107,1692,1,1,1,11,Adjustable Race,1.6,Abraham,e,,\,,,Accessories
108,2140,1,1,1,11,Adjustable Race,1.6,,e,,\,,,Accessories
109,2204,1,1,1,11,Adjustable Race,1.6$,,e,,\,,,Accessories
110,2511,1,1,1,11$%,Adjustable Race,1.6,,e,,\,,,Accessories
111,2825,1,1,1,-11,Adjustable Race,1.6,,e,,\,,,Accessories
112,3943,1,1,1,-11,Adjustable Race,1.6,Abraham,e,,\,,,Accessories
113,4117,1,1,1,11,Adjustable Race,1.6$,Abraham,e,,\,,,Accessories
114,4745,1,1,1,JKLK11,Adjustable Race,1.6,Abraham,e,,\,,,Accessories
115,5634,1,1,1,-11,Adjustable Race,1.6,Abraham,e,Bennet,\,,,Accessories
116,6624,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,,Accessories
117,6687,1,1,1,-11,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,,Accessories
118,7319,1,1,1,11,Adjustable Race,1.6$,Abraham,e,Bennet,Aaron,,,Accessories
119,8375,1,1,1,Def11,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,,Accessories
120,9008,1,1,1,-11,Adjustable Race,1.6,Abraham,e,,Aaron,,,Accessories
121,9136,1,1,1,11,Adjustable Race,1.6,Abraham,e,,Aaron,,,Accessories
122,9263,1,1,1,11,Adjustable Race,1.6$,,e,Bennet,Aaron,,,Accessories
123,9326,1,1,1,11,Adjustable Race,1.6,,e,Bennet,Aaron,,,Accessories
124,11662,1,1,1,11-,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,,Accessories
125,21737,1,1,1,11,Adjustable Race,$1.60 ,Abraham,e,Bennet,Aaron,,,Accessories
126,24450,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,Alexander,Accessories
127,24700,1,1,1,11,Adjustable Race,$1.60 ,Abraham,e,Bennet,Aaron,,Alexander,Accessories
128,37124,1,1,1,11,Adjustable Race,1.6,,,,Aaron,,Alexander,Accessories
129,37249,1,1,1,11,Adjustable Race,Euro1.6,,,,Aaron,,Alexander,Accessories
130,38315,1,1,1,11,Adjustable Race,1.6,Abraham,,Bennet,Aaron,,Alexander,Accessories
131,38506,1,1,1,11,Adjustable Race,1.6,,,Bennet,Aaron,,Alexander,Accessories
132,39068,1,1,1,11,Adjustable Race,Euro1.6,,,Bennet,Aaron,,Alexander,Accessories
133,40332,1,1,1,11,Adjustable Race,Euro1.6,Abraham,,Bennet,Aaron,,Alexander,Accessories
134,42253,1,1,1,11,Adjustable Race,Euro1.6,Abraham,e,Bennet,Aaron,,Alexander,Accessories
135,97761,1,1,1,11,Adjustable Race,1.6Rs,Abraham,e,Bennet,Aaron,,Alexander,Accessories
136,116106,1,1,1,11,Adjustable Race,Czk 1.6,Abraham,e,Bennet,Aaron,,Alexander,Accessories
137,153899,1,1,1,11,Adjustable Race,1.6,Abraham,e,,Aaron,,Alexander,Accessories
138,210642,1,1,1,11,Adjustable Race,1.6,,,,,,,Accessories
139,228604,1,1,1,11,Adjustable Race,1.6,,e,Bennet,Aaron,,Alexander,Accessories
140,230065,1,1,1,11,Adjustable Race,1.6,,e,Bennet,Null,,Alexander,Accessories
141,241498,1,1,1,11,Adjustable Race,1.6,,e,Bennet,Null,,,Accessories
142,243074,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Null,,,Accessories
143,249332,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Nul,,,Accessories
144,251151,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Nul,,Alexander,Accessories
145,356373,1,1,1,11,Adjustable Race,1.6,Null,Null,Null,Null,Null,Null,Accessories
146,374417,1,1,1,11,Adjustable Race,1.6,Abram,e,Bennet,Aaron,,Alexander,Accessories
147,375991,1,1,1,11,Adjustable Race,1.6,Abram,e,Bennet,Aon,,Alexander,Accessories
148,379208,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Aon,,Alexander,Accessories
149,422669,1,10000,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
150,553257,1,10000,1,1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
151,554023,1,10000,1,1,Adjustable Race,1.6,Abraham,e,,Joe,L,Lopez,Accessories
152,554087,1,10000,1,1,Adjustable Race,1.6,,e,,Joe,L,Lopez,Accessories
153,554661,1,10000,1,1,Adjustable Race,1.6,,e,Bennet,Joe,L,Lopez,Accessories
154,562527,1,10000,1,1rt,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
155,563341,1,10000,1,1st,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
156,563974,1,10000,1,1klo,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
157,565542,1,10000,1,S%^1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
158,566984,1,10000,1,GH&1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
159,568811,1,10000,1,1$%^fhg,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
160,570460,1,10000,1,1dfg,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
161,781564,1,10000,1,-1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
162,801031,1,10000,1,$%^1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
163,803904,1,10000,1,FHJf1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
164,812058,1,10000,1,(HJ1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
165,814993,1,10000,1,LPFG1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
166,819654,1,10000,1,%^1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
167,822299,1,10000,1,jkl1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
168,825002,1,10000,1,??1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
169,831149,1,10000,1,KLO1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
170,834068,1,10000,1,"1""""",Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
171,837048,1,10000,1,1::,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
172,840037,1,10000,1,;;1,Adjustable Race,1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
173,936462,1,10000,1,1,Adjustable Race,1.6,,e,Bennet,Joe,L,Lopez,Accessories
174,1018937,1,10000,1,1,Adjustable Race,Czk 1.6,Abraham,e,Bennet,Joe,L,Lopez,Accessories
175,10,11,11241,310,310,LL Headset,34.2,Livia,a,Karsen,Katherine,R,Cook,Components
176,419,11,11241,310,310,LL Headset,34.2 R.s,Livia,a,Karsen,Katherine,R,Cook,Components
177,7890,11,13615,310,310,LL Headset,34.2,Livia,a,Karsen,Martin,P,Patel,Components
178,11620,11,17596,310,310,LL Headset,34.2,Livia,a,Karsen,Sheena,,Chande,Components
179,58498,11,17596,310,310,LL Headset,34.2,Livia,a,,Sheena,,Chande,Components
180,11,2,3023,119,623,Lock Nut 16,88$,,l,,Caleb,,Li,Accessories
181,27,2,3023,119,623,Lock Nut 16,88,,l,,Caleb,,Li,Accessories
182,2296,2,3023,119,623,Lock Nut 16,88,Reginald,l,,Caleb,,Li,Accessories
183,2550,2,3023,119,623,Lock Nut 16,88,Reginald,l,Blotchet-Halls,Caleb,,Li,Accessories
184,3396,2,3023,119,623,Lock Nut 16,88,,l,Blotchet-Halls,Caleb,,Li,Accessories
185,7910,2,10471,119,623,Lock Nut 16,88,,l,Blotchet-Halls,José,G,Lopez,Accessories
186,11638,2,5915,119,623,Lock Nut 16,88,,l,Blotchet-Halls,Eddie,,Gomez,Accessories
187,29230,2,5915,119,623,Lock Nut 16,88,,l,,Eddie,,Gomez,Accessories
188,29637,2,5915,119,623,Lock Nut 16,88,Reginald,l,,Eddie,,Gomez,Accessories
189,57443,2,5915,119,623,Lock Nut 16,88,Reginald,l,Blotchet-Halls,Eddie,,Gomez,Accessories
190,240095,,5915,119,623,Lock Nut 16,88,Reginald,l,Blotchet-Halls,Eddie,,Gomez,Accessories
191,241090,2,5915,119,623,Lock Nut 16,88,123#,l,Blotchet-Halls,Eddie,,Gomez,Accessories
192,551789,1,15600,119,624,Lock Nut 16,88,Abraham,e,Bennet,Pedro,,Romero,Accessories
193,553999,1,15600,119,624,Lock Nut 16,88,Abraham,e,,Pedro,,Romero,Accessories
194,554063,1,15600,119,624,Lock Nut 16,88,,e,,Pedro,,Romero,Accessories
195,554699,1,15600,119,624,Lock Nut 16,88,,e,Bennet,Pedro,,Romero,Accessories
196,818809,1,15600,119,641,Lock Nut 16,88,Abraham,e,Bennet,Pedro,,Romero,Accessories
197,1039778,1,15600,119,624,Lock Nut 16,88,Abraham,,Bennet,Pedro,,Romero,Accessories
198,1042579,1,15600,119,624,Lock Nut 16,88,,,Bennet,Pedro,,Romero,Accessories
199,1045163,1,15600,119,624,Lock Nut 16,88,,,Bennet,Pedro,,Romero,Accessories
200,1045164,1,15600,119,624,Lock Nut 16,Eur 88,,,Bennet,Pedro,,Romero,Accessories
201,1047665,1,15600,119,624,Lock Nut 16,88$$,Abraham,,,Pedro,,Romero,Accessories
202,1047676,1,15600,119,624,Lock Nut 16,88,Abraham,,,Pedro,,Romero,Accessories
203,12,17,14664,433,937,LL Mountain Tire,24.99,Albert,i,Ringer,Morgan,M,Hill,Components
204,181,17,14664,433,937,LL Mountain Tire,24.99,?,i,,Morgan,M,Hill,Components
205,197,17,14664,433,937,LL Mountain Tire,24.99,?,,,Morgan,M,Hill,Components
206,810,17,14664,433,937,LL Mountain Tire,24.99,,i,Ringer,Morgan,M,Hill,Components
207,3064,19,3782,433,433,LL Mountain Tire,24.99,Meander,m,Smith,Charles,W,Watson,Components
208,3192,10,3782,433,433,LL Mountain Tire,24.99,Meander,m,Smith,Charles,W,Watson,Components
209,7930,17,8327,433,937,LL Mountain Tire,24.99,Albert,i,Ringer,Isabelle,K,Henderson,Components
210,11658,17,4234,433,937,LL Mountain Tire,24.99,Albert,i,Ringer,Clayton,,Zeng,Components
211,13758,19,2779,433,433,LL Mountain Tire,24.99,Meander,m,Smith,Bridget,E,Chande,Components
212,13859,10,2779,433,433,LL Mountain Tire,24.99,Meander,m,Smith,Bridget,E,Chande,Components
213,553253,2,13760,433,938,LL Mountain Tire,24.99,Reginald,l,Blotchet-Halls,Matthew,,White,Components
214,778934,2,13760,433,938,LL Mountain Tire,24.99,123,l,12gh,Matthew,,White,Components
215,784330,2,13760,433,938,LL Mountain Tire,24.99,Reginald,l,12gh,Matthew,,White,Components
216,975323,9,13760,433,938,LL Mountain Tire,24.99,Burt,r,Gringlesby,Matthew,,White,Components
217,1010476,2,13760,433,951,LL Mountain Tire,24.99,Reginald,l,Blotchet-Halls,Matthew,,White,Components
218,13,20,5241,250,250,"HL Mountain Frame - Black, 48",1349.6,Dean,t,Straight,Deb,,Waldal,
219,182,20,5241,250,250,"HL Mountain Frame - Black, 48",1349.6,,,Straight,Deb,,Waldal,
220,1644,20,5241,250,250,"HL Mountain Frame - Black, 48",1349.6,,,,Deb,,Waldal,
221,1964,20,5241,250,250,"HL Mountain Frame - Black, 48",1349.6,Dean,t,,Deb,,Waldal,
222,7886,20,12892,250,250,"HL Mountain Frame - Black, 48",1349.6,Dean,t,Straight,Luke,J,Simmons,
223,11616,20,10366,250,250,"HL Mountain Frame - Black, 48",1349.6,Dean,t,Straight,Jordyn,S,Coleman,
224,514694,10,10240,250,250,"HL Mountain Frame - Black, 48",1349.6,Sheryl,u,Hunter,Jonathan,J,Bryant,
225,14,8,16482,56,560,,75.4$,Morningstar,r,Greene,Robin,,Ortega,Components
226,81,8,16482,56,560,,75.4,Morningstar,r,Greene,Robin,,Ortega,Components
227,183,8,16482,56,560,,$75.40 ,Morningstar,r,Greene,Robin,,Ortega,Components
228,442,8,16482,56,560,Hex Nut 16,75.4,Morningstar,r,Greene,Robin,,Ortega,Components
229,1095,8,16482,56,560,Hex Nut 16,$75.40 ,Morningstar,r,Greene,Robin,,Ortega,Components
230,1536,8,16482,56,560,Hex Nut 16,75.4,Morningstar,r,Greene,,,,Components
231,3787,8,16482,56,560,Hex Nut 16,0,Morningstar,r,Greene,Robin,,Ortega,Components
232,4212,8,16482,56,560,Hex Nut 16,75.4$,Morningstar,r,Greene,Robin,,Ortega,Components
233,7906,8,6748,56,560,Hex Nut 16,75.4,Morningstar,r,Greene,Evelyn,,Perez,Components
234,8535,8,6748,56,560,Hex Nut 16,75.4$,Morningstar,r,Greene,Evelyn,,Perez,Components
235,11523,8,6748,56,560,Hex Nut 16,Eur75.4,Morningstar,r,Greene,Evelyn,,Perez,Components
236,11634,8,8203,56,560,Hex Nut 16,75.4,Morningstar,r,Greene,Isabel,,Long,Components
237,13644,8,8203,56,560,Hex Nut 16,Eur75.4,Morningstar,r,Greene,Isabel,,Long,Components
238,20602,8,8203,56,560,Hex Nut 16,75.4GBD,Morningstar,r,Greene,Isabel,,Long,Components
239,28182,8,8203,56,560,Hex Nut 16,75.4 GBD,Morningstar,r,Greene,Isabel,,Long,Components
240,42916,8,8203,56,560,Hex Nut 16,75.4 $,Morningstar,r,Greene,Isabel,,Long,Components
241,551785,9,17920,56,561,Hex Nut 16,75.4,Burt,r,Gringlesby,Steve,,Ma,Components
242,788659,20,6480,56,561,Hex Nut 16,75.4,Dean,t,Straight,Erica,,Lu,Components
243,913422,20,17920,56,561,Hex Nut 16,75.4,Dean,t,Straight,Steve,,Ma,Components
244,938092,9,17920,56,561,,,,,,,,,Components
245,15,22,8264,369,873,"Classic Vest, S",63.5,Johnson,h,White,Isabella,A,Evans,Clothing
246,7926,22,3604,369,873,"Classic Vest, S",63.5,Johnson,h,White,Catherine,,Sanders,Clothing
247,11654,22,16281,369,873,"Classic Vest, S",63.5,Johnson,h,White,Richard,M,Brown,Clothing
248,551741,10,6080,369,874,"Classic Vest, S",63.5,Sheryl,u,Hunter,Edward,,Ross,Clothing
249,16,3,18700,187,187,LL Mountain Seat Assembly,133.34,,,,Timothy,L,Sanders,Components
250,1072,3,18700,187,187,LL Mountain Seat Assembly,133.34,Cheryl,,,Timothy,L,Sanders,Components
251,1832,3,18700,187,187,LL Mountain Seat Assembly,133.34,Cheryl,a,,Timothy,L,Sanders,Components
252,4885,3,18700,187,187,LL Mountain Seat Assembly,133.34,,a,,Timothy,L,Sanders,Components
253,7649,3,18700,187,187,LL Mountain Seat Assembly,133.34$,,a,,Timothy,L,Sanders,Components
254,7882,3,9169,187,187,LL Mountain Seat Assembly,133.34,,a,,Jay,,Carlson,Components
255,9212,3,9169,187,187,LL Mountain Seat Assembly,133.34,,a,Carson,Jay,,Carlson,Components
256,9402,3,9169,187,187,LL Mountain Seat Assembly,133.34,,,Carson,Jay,,Carlson,Components
257,11612,3,12654,187,187,LL Mountain Seat Assembly,133.34,,,Carson,Louis,,Hu,Components
258,11866,3,12654,187,187,LL Mountain Seat Assembly,133.34,,,Carson,Louis,,Hu,Components
259,11930,3,12654,187,187,LL Mountain Seat Assembly,133.34,Cheryl,,Carson,Louis,,Hu,Components
260,18121,3,12654,187,187,LL Mountain Seat Assembly,133.34,Cheryl,,Null,Louis,,Hu,Components
261,19135,3,12654,187,187,LL Mountain Seat Assembly,133.34,,,Null,Louis,,Hu,Components
262,20387,3,12654,187,187,LL Mountain Seat Assembly,133.34,,a,Carson,Louis,,Hu,Components
263,26985,3,12654,187,187,LL Mountain Seat Assembly,133.34,,,Carson,Louis,,Hu,Components
264,27365,3,12654,187,187,LL Mountain Seat Assembly,133.34,Cheryl,,Carson,Louis,,Hu,Components
265,32612,3,12654,187,187,LL Mountain Seat Assembly,133.34,,,Carson,Louis,,Hu,Components
