,Unnamed: 0,SalesID,Employee_ID,CustomerID,ProductID,Quantity,Product_Name,Product_Price,Employee_Name,Employee_Middle,Employee_Lastname,Customer_Name,Customer_Middle,Customer_LastName,Product_Category
41,41,27579,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
42,42,56302,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
43,43,100728,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
44,44,142269,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
45,45,146861,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
46,46,172571,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
47,47,172826,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
48,48,203165,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
49,49,203612,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
50,50,236238,14.0,11339,246,750,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
51,51,272763,14.0,11339,246,247,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Katrina,M,Sharma,
52,52,553305,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Marjorie,r,Green,Andre,E,Arun,
53,53,587376,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,,,Green,Andre,E,Arun,
54,54,588397,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Marjorie,,Green,Andre,E,Arun,
55,55,589099,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Marjorie,,,Andre,E,Arun,
56,56,833322,14.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Heather,c,McBadden,Andre,E,Arun,
57,57,961118,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Marjorie,r,Green,Andre,E,Arun,
58,58,983250,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Marjorie,r,Green,Andre,E,Arun,
59,59,987610,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Marjorie,r,Green,Andre,E,Arun,
60,60,1015617,7.0,1200,246,751,"HL Mountain Frame - Silver, 48",1364,Marjorie,r,Green,Andre,E,Arun,
61,61,6,14.0,6000,60,60,Hex Nut 9,152,Heather,c,McBadden,Eduardo,,Walker,Components
62,62,22,14.0,6000,60,60,Hex Nut 9,152,Heather,c,McBadden,Eduardo,,Walker,Components
63,63,7874,14.0,723,60,60,Hex Nut 9,152,Heather,c,McBadden,Alexis,D,Wilson,Components
64,64,11666,14.0,7230,60,60,Hex Nut 9,152,Heather,c,McBadden,Garrett,,Murphy,Components
65,65,65761,14.0,7230,60,60,Hex Nut 9,152,Heather,c,,Garrett,,Murphy,Components
66,66,7,5.0,17541,373,373,"Women's Mountain Shorts, M",69,Innes,e,del Castillo,Shaun,N,Andersen,Clothing
67,67,23,5.0,17541,373,373,"Women's Mountain Shorts, M",69,Innes,e,del Castillo,Shaun,N,Andersen,Clothing
68,68,7894,5.0,17338,373,373,"Women's Mountain Shorts, M",69,Innes,e,del Castillo,Seth,,Bennett,Clothing
69,69,11624,5.0,15308,373,373,"Women's Mountain Shorts, M",69,Innes,e,del Castillo,Olivia,K,Cox,Clothing
70,70,8,20.0,9423,183,687,LL Road Rim,306,Dean,t,Straight,Jenny,S,Liang,Components
71,71,24,20.0,9423,183,687,LL Road Rim,306,Dean,t,Straight,Jenny,S,Liang,Components
72,72,177,20.0,9423,183,687,LL Road Rim,306,,,Straight,Jenny,S,Liang,Components
73,73,1672,20.0,9423,183,687,LL Road Rim,306,,,,Jenny,S,Liang,Components
74,74,1928,20.0,9423,183,687,LL Road Rim,306,Dean,,,Jenny,S,Liang,Components
75,75,1992,20.0,9423,183,687,LL Road Rim,306,Dean,t,,Jenny,S,Liang,Components
76,76,3112,22.0,18300,183,183,LL Road Rim,306,Johnson,h,White,Tara,,Xie,Components
77,77,7914,20.0,15194,183,687,LL Road Rim,306,Dean,t,Straight,Noah,,Jones,Components
78,78,11642,20.0,13627,183,687,LL Road Rim,306,Dean,t,Straight,Marvin,C,Gomez,Components
79,79,13801,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
80,80,16494,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
81,81,47557,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
82,82,62158,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
83,83,63172,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
84,84,64758,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
85,85,65141,22.0,12172,183,1,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
86,86,65769,22.0,12172,183,18,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
87,87,66456,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
88,88,66903,22.0,12172,183,18,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
89,89,67278,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
90,90,67406,22.0,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez,Components
91,91,553239,16.0,3520,183,688,LL Road Rim,306,Sylvia,a,Panteley,Casey,J,Xu,Components
92,92,856337,16.0,3520,183,701,LL Road Rim,306,Sylvia,a,Panteley,Casey,J,Xu,Components
93,93,944127,23.0,3520,183,688,LL Road Rim,306,Akiko,o,Yokomoto,Casey,J,Xu,Components
94,94,946975,23.0,11360,183,688,LL Road Rim,306,Akiko,o,Yokomoto,Kayla,,Taylor,Components
95,95,9,1.0,1,1,10,Adjustable Race,1,Abraham,e,Bennet,\,,Alexander,Accessories
96,96,25,-1.0,1,1,26,Adjustable Race,1,Abraham,e,Bennet,\,,Alexander,Accessories
97,97,178,1.0,1,1,179,Adjustable Race,1,,e,,\,,Alexander,Accessories
98,98,194,1.0,1,1,195,Adjustable Race,1,,e,,\,,Alexander,Accessories
99,99,418,1.0,1,1,11,Adjustable Race,1,,e,Bennet,\,,Alexander,Accessories
100,100,437,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,\,,Alexander,Accessories
101,101,496,1.0,1,1,11,,-1,Abraham,e,Bennet,\,,Alexander,Accessories
102,102,622,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,\,,Alexander,Accessories
103,103,750,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,\,,,Accessories
104,104,814,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,\,,,Accessories
105,105,996,-1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,\,,,Accessories
106,106,1123,1.0,1,1,11,Adjustable Race,1,,e,Bennet,\,,,Accessories
107,107,1692,1.0,1,1,11,Adjustable Race,1,Abraham,e,,\,,,Accessories
108,108,2140,1.0,1,1,11,Adjustable Race,1,,e,,\,,,Accessories
109,109,2204,1.0,1,1,11,Adjustable Race,1,,e,,\,,,Accessories
110,110,2511,1.0,1,1,11,Adjustable Race,1,,e,,\,,,Accessories
111,111,2825,1.0,1,1,11,Adjustable Race,1,,e,,\,,,Accessories
112,112,3943,1.0,1,1,11,Adjustable Race,1,Abraham,e,,\,,,Accessories
113,113,4117,1.0,1,1,11,Adjustable Race,1,Abraham,e,,\,,,Accessories
114,114,4745,1.0,1,1,11,Adjustable Race,1,Abraham,e,,\,,,Accessories
115,115,5634,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,\,,,Accessories
116,116,6624,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,,Accessories
117,117,6687,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,,Accessories
118,118,7319,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,,Accessories
119,119,8375,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,,Accessories
120,120,9008,1.0,1,1,11,Adjustable Race,1,Abraham,e,,Aaron,,,Accessories
121,121,9136,1.0,1,1,11,Adjustable Race,1,Abraham,e,,Aaron,,,Accessories
122,122,9263,1.0,1,1,11,Adjustable Race,1,,e,Bennet,Aaron,,,Accessories
123,123,9326,1.0,1,1,11,Adjustable Race,1,,e,Bennet,Aaron,,,Accessories
124,124,11662,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,,Accessories
125,125,21737,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,,Accessories
126,126,24450,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,Alexander,Accessories
127,127,24700,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,Alexander,Accessories
128,128,37124,1.0,1,1,11,Adjustable Race,1,,,,Aaron,,Alexander,Accessories
129,129,37249,1.0,1,1,11,Adjustable Race,1,,,,Aaron,,Alexander,Accessories
130,130,38315,1.0,1,1,11,Adjustable Race,1,Abraham,,Bennet,Aaron,,Alexander,Accessories
131,131,38506,1.0,1,1,11,Adjustable Race,1,,,Bennet,Aaron,,Alexander,Accessories
132,132,39068,1.0,1,1,11,Adjustable Race,1,,,Bennet,Aaron,,Alexander,Accessories
133,133,40332,1.0,1,1,11,Adjustable Race,1,Abraham,,Bennet,Aaron,,Alexander,Accessories
134,134,42253,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,Alexander,Accessories
135,135,97761,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,Alexander,Accessories
136,136,116106,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aaron,,Alexander,Accessories
137,137,153899,1.0,1,1,11,Adjustable Race,1,Abraham,e,,Aaron,,Alexander,Accessories
138,138,210642,1.0,1,1,11,Adjustable Race,1,,,,,,,Accessories
139,139,228604,1.0,1,1,11,Adjustable Race,1,,e,Bennet,Aaron,,Alexander,Accessories
140,140,230065,1.0,1,1,11,Adjustable Race,1,,e,Bennet,Null,,Alexander,Accessories
141,141,241498,1.0,1,1,11,Adjustable Race,1,,e,Bennet,Null,,,Accessories
142,142,243074,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Null,,,Accessories
143,143,249332,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Nul,,,Accessories
144,144,251151,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Nul,,Alexander,Accessories
145,145,356373,1.0,1,1,11,Adjustable Race,1,Null,Null,Null,Null,Null,Null,Accessories
146,146,374417,1.0,1,1,11,Adjustable Race,1,Abram,e,Bennet,Aaron,,Alexander,Accessories
147,147,375991,1.0,1,1,11,Adjustable Race,1,Abram,e,Bennet,Aon,,Alexander,Accessories
148,148,379208,1.0,1,1,11,Adjustable Race,1,Abraham,e,Bennet,Aon,,Alexander,Accessories
149,149,422669,1.0,10000,1,11,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
150,150,553257,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
151,151,554023,1.0,10000,1,1,Adjustable Race,1,Abraham,e,,Joe,L,Lopez,Accessories
152,152,554087,1.0,10000,1,1,Adjustable Race,1,,e,,Joe,L,Lopez,Accessories
153,153,554661,1.0,10000,1,1,Adjustable Race,1,,e,Bennet,Joe,L,Lopez,Accessories
154,154,562527,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
155,155,563341,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
156,156,563974,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
157,157,565542,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
158,158,566984,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
159,159,568811,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
160,160,570460,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
161,161,781564,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
162,162,801031,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
163,163,803904,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
164,164,812058,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
165,165,814993,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
166,166,819654,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
167,167,822299,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
168,168,825002,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
169,169,831149,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
170,170,834068,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
171,171,837048,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
172,172,840037,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
173,173,936462,1.0,10000,1,1,Adjustable Race,1,,e,Bennet,Joe,L,Lopez,Accessories
174,174,1018937,1.0,10000,1,1,Adjustable Race,1,Abraham,e,Bennet,Joe,L,Lopez,Accessories
175,175,10,11.0,11241,310,310,LL Headset,34,Livia,a,Karsen,Katherine,R,Cook,Components
176,176,419,11.0,11241,310,310,LL Headset,34,Livia,a,Karsen,Katherine,R,Cook,Components
177,177,7890,11.0,13615,310,310,LL Headset,34,Livia,a,Karsen,Martin,P,Patel,Components
178,178,11620,11.0,17596,310,310,LL Headset,34,Livia,a,Karsen,Sheena,,Chande,Components
179,179,58498,11.0,17596,310,310,LL Headset,34,Livia,a,,Sheena,,Chande,Components
180,180,11,2.0,3023,119,623,Lock Nut 16,88,,l,,Caleb,,Li,Accessories
181,181,27,2.0,3023,119,623,Lock Nut 16,88,,l,,Caleb,,Li,Accessories
182,182,2296,2.0,3023,119,623,Lock Nut 16,88,Reginald,l,,Caleb,,Li,Accessories
183,183,2550,2.0,3023,119,623,Lock Nut 16,88,Reginald,l,Blotchet-Halls,Caleb,,Li,Accessories
184,184,3396,2.0,3023,119,623,Lock Nut 16,88,,l,Blotchet-Halls,Caleb,,Li,Accessories
185,185,7910,2.0,10471,119,623,Lock Nut 16,88,,l,Blotchet-Halls,José,G,Lopez,Accessories
186,186,11638,2.0,5915,119,623,Lock Nut 16,88,,l,Blotchet-Halls,Eddie,,Gomez,Accessories
187,187,29230,2.0,5915,119,623,Lock Nut 16,88,,l,,Eddie,,Gomez,Accessories
188,188,29637,2.0,5915,119,623,Lock Nut 16,88,Reginald,l,,Eddie,,Gomez,Accessories
189,189,57443,2.0,5915,119,623,Lock Nut 16,88,Reginald,l,Blotchet-Halls,Eddie,,Gomez,Accessories
190,190,240095,-1.0,5915,119,623,Lock Nut 16,88,Reginald,l,Blotchet-Halls,Eddie,,Gomez,Accessories
191,191,241090,2.0,5915,119,623,Lock Nut 16,88,123#,l,Blotchet-Halls,Eddie,,Gomez,Accessories
192,192,551789,1.0,15600,119,624,Lock Nut 16,88,Abraham,e,Bennet,Pedro,,Romero,Accessories
193,193,553999,1.0,15600,119,624,Lock Nut 16,88,Abraham,e,,Pedro,,Romero,Accessories
194,194,554063,1.0,15600,119,624,Lock Nut 16,88,,e,,Pedro,,Romero,Accessories
195,195,554699,1.0,15600,119,624,Lock Nut 16,88,,e,Bennet,Pedro,,Romero,Accessories
196,196,818809,1.0,15600,119,641,Lock Nut 16,88,Abraham,e,Bennet,Pedro,,Romero,Accessories
197,197,1039778,1.0,15600,119,624,Lock Nut 16,88,Abraham,,Bennet,Pedro,,Romero,Accessories
198,198,1042579,1.0,15600,119,624,Lock Nut 16,88,,,Bennet,Pedro,,Romero,Accessories
199,199,1045163,1.0,15600,119,624,Lock Nut 16,88,,,Bennet,Pedro,,Romero,Accessories
200,200,1045164,1.0,15600,119,624,Lock Nut 16,88,,,Bennet,Pedro,,Romero,Accessories
201,201,1047665,1.0,15600,119,624,Lock Nut 16,88,Abraham,,,Pedro,,Romero,Accessories
202,202,1047676,1.0,15600,119,624,Lock Nut 16,88,Abraham,,,Pedro,,Romero,Accessories
203,203,12,17.0,14664,433,937,LL Mountain Tire,24,Albert,i,Ringer,Morgan,M,Hill,Components
204,204,181,17.0,14664,433,937,LL Mountain Tire,24,?,i,,Morgan,M,Hill,Components
205,205,197,17.0,14664,433,937,LL Mountain Tire,24,?,,,Morgan,M,Hill,Components
206,206,810,17.0,14664,433,937,LL Mountain Tire,24,,i,Ringer,Morgan,M,Hill,Components
207,207,3064,19.0,3782,433,433,LL Mountain Tire,24,Meander,m,Smith,Charles,W,Watson,Components
208,208,3192,10.0,3782,433,433,LL Mountain Tire,24,Meander,m,Smith,Charles,W,Watson,Components
209,209,7930,17.0,8327,433,937,LL Mountain Tire,24,Albert,i,Ringer,Isabelle,K,Henderson,Components
210,210,11658,17.0,4234,433,937,LL Mountain Tire,24,Albert,i,Ringer,Clayton,,Zeng,Components
211,211,13758,19.0,2779,433,433,LL Mountain Tire,24,Meander,m,Smith,Bridget,E,Chande,Components
212,212,13859,10.0,2779,433,433,LL Mountain Tire,24,Meander,m,Smith,Bridget,E,Chande,Components
213,213,553253,2.0,13760,433,938,LL Mountain Tire,24,Reginald,l,Blotchet-Halls,Matthew,,White,Components
214,214,778934,2.0,13760,433,938,LL Mountain Tire,24,123,l,12gh,Matthew,,White,Components
215,215,784330,2.0,13760,433,938,LL Mountain Tire,24,Reginald,l,12gh,Matthew,,White,Components
216,216,975323,9.0,13760,433,938,LL Mountain Tire,24,Burt,r,Gringlesby,Matthew,,White,Components
217,217,1010476,2.0,13760,433,951,LL Mountain Tire,24,Reginald,l,Blotchet-Halls,Matthew,,White,Components
218,218,13,20.0,5241,250,250,"HL Mountain Frame - Black, 48",1349,Dean,t,Straight,Deb,,Waldal,
219,219,182,20.0,5241,250,250,"HL Mountain Frame - Black, 48",1349,,,Straight,Deb,,Waldal,
220,220,1644,20.0,5241,250,250,"HL Mountain Frame - Black, 48",1349,,,,Deb,,Waldal,
221,221,1964,20.0,5241,250,250,"HL Mountain Frame - Black, 48",1349,Dean,t,,Deb,,Waldal,
222,222,7886,20.0,12892,250,250,"HL Mountain Frame - Black, 48",1349,Dean,t,Straight,Luke,J,Simmons,
223,223,11616,20.0,10366,250,250,"HL Mountain Frame - Black, 48",1349,Dean,t,Straight,Jordyn,S,Coleman,
224,224,514694,10.0,10240,250,250,"HL Mountain Frame - Black, 48",1349,Sheryl,u,Hunter,Jonathan,J,Bryant,
225,225,14,8.0,16482,56,560,,75,Morningstar,r,Greene,Robin,,Ortega,Components
226,226,81,8.0,16482,56,560,,75,Morningstar,r,Greene,Robin,,Ortega,Components
227,227,183,8.0,16482,56,560,,75,Morningstar,r,Greene,Robin,,Ortega,Components
228,228,442,8.0,16482,56,560,Hex Nut 16,75,Morningstar,r,Greene,Robin,,Ortega,Components
229,229,1095,8.0,16482,56,560,Hex Nut 16,75,Morningstar,r,Greene,Robin,,Ortega,Components
230,230,1536,8.0,16482,56,560,Hex Nut 16,75,Morningstar,r,Greene,,,,Components
231,231,3787,8.0,16482,56,560,Hex Nut 16,-1,Morningstar,r,Greene,Robin,,Ortega,Components
232,232,4212,8.0,16482,56,560,Hex Nut 16,75,Morningstar,r,Greene,Robin,,Ortega,Components
233,233,7906,8.0,6748,56,560,Hex Nut 16,75,Morningstar,r,Greene,Evelyn,,Perez,Components
234,234,8535,8.0,6748,56,560,Hex Nut 16,75,Morningstar,r,Greene,Evelyn,,Perez,Components
235,235,11523,8.0,6748,56,560,Hex Nut 16,75,Morningstar,r,Greene,Evelyn,,Perez,Components
236,236,11634,8.0,8203,56,560,Hex Nut 16,75,Morningstar,r,Greene,Isabel,,Long,Components
237,237,13644,8.0,8203,56,560,Hex Nut 16,75,Morningstar,r,Greene,Isabel,,Long,Components
238,238,20602,8.0,8203,56,560,Hex Nut 16,75,Morningstar,r,Greene,Isabel,,Long,Components
239,239,28182,8.0,8203,56,560,Hex Nut 16,75,Morningstar,r,Greene,Isabel,,Long,Components
240,240,42916,8.0,8203,56,560,Hex Nut 16,75,Morningstar,r,Greene,Isabel,,Long,Components
241,241,551785,9.0,17920,56,561,Hex Nut 16,75,Burt,r,Gringlesby,Steve,,Ma,Components
242,242,788659,20.0,6480,56,561,Hex Nut 16,75,Dean,t,Straight,Erica,,Lu,Components
243,243,913422,20.0,17920,56,561,Hex Nut 16,75,Dean,t,Straight,Steve,,Ma,Components
244,244,938092,9.0,17920,56,561,,-1,,,,,,,Components
245,245,15,22.0,8264,369,873,"Classic Vest, S",63,Johnson,h,White,Isabella,A,Evans,Clothing
246,246,7926,22.0,3604,369,873,"Classic Vest, S",63,Johnson,h,White,Catherine,,Sanders,Clothing
247,247,11654,22.0,16281,369,873,"Classic Vest, S",63,Johnson,h,White,Richard,M,Brown,Clothing
248,248,551741,10.0,6080,369,874,"Classic Vest, S",63,Sheryl,u,Hunter,Edward,,Ross,Clothing
249,249,16,3.0,18700,187,187,LL Mountain Seat Assembly,133,,,,Timothy,L,Sanders,Components
250,250,1072,3.0,18700,187,187,LL Mountain Seat Assembly,133,Cheryl,,,Timothy,L,Sanders,Components
251,251,1832,3.0,18700,187,187,LL Mountain Seat Assembly,133,Cheryl,a,,Timothy,L,Sanders,Components
252,252,4885,3.0,18700,187,187,LL Mountain Seat Assembly,133,,a,,Timothy,L,Sanders,Components
253,253,7649,3.0,18700,187,187,LL Mountain Seat Assembly,133,,a,,Timothy,L,Sanders,Components
254,254,7882,3.0,9169,187,187,LL Mountain Seat Assembly,133,,a,,Jay,,Carlson,Components
255,255,9212,3.0,9169,187,187,LL Mountain Seat Assembly,133,,a,Carson,Jay,,Carlson,Components
256,256,9402,3.0,9169,187,187,LL Mountain Seat Assembly,133,,,Carson,Jay,,Carlson,Components
257,257,11612,3.0,12654,187,187,LL Mountain Seat Assembly,133,,,Carson,Louis,,Hu,Components
258,258,11866,3.0,12654,187,187,LL Mountain Seat Assembly,133,,,Carson,Louis,,Hu,Components
